감정_대분류,사람문장
슬픔,대출을 받아서 전셋집을 얻으려고 했지만 혜택 받을 수 있는 조건이 없어.노후를 위해 늦게나마 대출을 받아 전셋집이라도 얻어 보려고 했는데.자식들에게 이야기를 한번 해 볼까 싶은데 혹여나 부담이 많이 될까 고민 중이야.
슬픔,친구가 병에 걸렸대.평소에 건강했던 친구인데 암이래.
상처,폐암에 걸린 나에게 아내가 진작 담배를 끊었으면 된 거 아니냐고 핀잔을 주네.폐암 선고 받고선 그냥 확 죽어버렸으면 좋겠다 싶었는데 요즘 다시 그런 생각이 들어.치료해서 나으면 뭐하나. 내가 힘들 때 위로가 되어주진 못할망정 입방정이나 떨고 있으니.
분노,나라에서 주는 지원금을 신청하고 싶은데 복잡해서 못하겠어.나같이 나이가 많으면 이런 것 하기가 힘들어.쉽게 설명되어있는 곳을 찾아봐야겠어.
불안,작은형님이 형수님과 이혼을 하셨는데 위로의 말을 건네주기가 조심스러워.어떤 식으로 위로를 해줘야 할지 고민이야.힘든 일이나 속상한 일을 다 터놓고 말해도 된다고 한번 잘 말해봐야겠어.
분노,아내의 말을 무시하고 친구들과 등갈비 먹으러 다녀왔는데 마음이 좀 불편하긴 하네. 그런데 아내도 심했어.내가 고지혈증이어서 아내가 등갈비 먹지 말라고 했는데 그냥 무시하고 화를 좀 냈더니 아내가 나랑 말을 안 해.아내가 먼저 말 걸면 나도 화 풀고 미안하다고 해야지.
슬픔,인생을 잘못 산 건지. 나이들고 아프니 찾아와주는 분 한 명 없네.다들 자기 일로 바쁘기야 하겠지만 그래도 섭섭하지.내가 우선 찾아가 봐야겠어. 사실 나도 먼저 다녀간 적은 적거든.
슬픔,은퇴 후 사람들과의 교류가 줄어들어서 슬퍼.평생 일만 했던 나 자신이 안쓰럽기도 하고 우울해.앞으로 내가 사람들에게 먼저 말을 걸어봐야겠어.
불안,은퇴가 얼마 안 남았는데 아직 아들이 취직을 하지 않았어. 그래서 은퇴 후가 더 걱정돼.은퇴하고 나면 당장 생계가 큰 문제야.가족들과 은퇴 이후 계획에 대해 상의해야 할 것 같아.아들에게 지금 상황을 정확히 알려주고 솔직한 마음을 이야기할 수 있을거야.
분노,내가 당뇨 합병증으로 혼수상태였었다니 나 자신에게 너무 화가 나.아내가 검진을 받자고 권유했을 때 그때 받을 걸 나 자신에게 너무 화가 나.아내가 해주는 특별식이 먹고 싶네. 그 음식을 먹어야겠어.
슬픔,요즘 나 자신에게 너무 실망스러워.건강 생각해서 금연을 시작했는데 또 실패했거든.얼마 전에 김 씨가 보건소 가서 금연 시작했던데 나도 같이 가서 시작할까 봐.
분노,입원해 있는 사이에 큰아들이 뇌출혈로 쓰러졌다고 아내가 전해줬어. 왜 나한테 이런 일이 일어나지.나 하나 아픈 것도 아내는 힘들 텐데 아들까지 이렇게 되다니 좌절감이 느껴지네.모르겠어. 그저 많이 힘드네.
상처,가난한 사람은 친구 만나기도 버거워.나이가 드니까 노는 물이 달라지더라고. 아프니까 더욱 그렇고.가난하고 아픈게 내 과오이니까 누구탓을 하겠어.
분노,팔이 저리다고 몇 번이나 말했는데 자식들은 기억도 못해서 너무 분노했어.나를 위해주는 자식이 없다고 생각하니까 내가 무엇 때문에 살아왔나 해서 분노했어.친구들과 같이 나가서 기분 전환을 할까 해.
당황,친구가 아들한테 외제 차를 선물 받았다고 자랑해서 괜히 꼬투리를 잡았어. 꼴 보기 싫고 짜증나.친구가 자꾸 자랑하는데 어찌나 보기 싫던지. 지금도 기분이 안 좋아.오랜만에 좋아하는 노래를 제일 큰 소리로 틀어봐야겠어.
상처,세입자의 사정이 딱해서 월세를 안 받았는데 이제 그럴 수 없어서 괴롭구먼.내 병원비가 워낙 많이 들어서 세입자 신세를 봐줄 상황이 못 돼.세입자한테는 미안하지만 밀린 월세를 주지 못하면 나가 달라고 해야겠어.
당황,나이가 들고 몸도 아프고 이대로 다른 사람에게 폐만 끼치는거 아닌지 몰라.나 나름대로 최선을 다하고 살았는데 요즘은 많이 힘드네.
슬픔,자식들이 자기들 바쁘다고 일 년에 한두 번밖에 오질 않아서 많이 속상하고 슬퍼.나는 어렸을 때 애지중지 키웠는데. 속상해. 자식들 보고 집에 들르라고 전화라도 하려고. 그러면 집에 좀 오겠지. 
당황,진짜 남편이 너무 한심해.남편이 담배를 못 끊어서 폐암 증세가 더 심해지고 있어.어떻게 그럴 수가 있는지 내 생각으로는 이해할 수가 없어.
기쁨,나이가 많이 먹다 보니 병원을 자주 가는데 갈 때마다 며느리가 항상 데려다 주니 편하고 고마워.며느리가 나에게 잘해주는 만큼 나도 며느리에게 잘해주고 싶어.나도 며느리에게 감사표시를 하고 더 잘해주어야겠어.
기쁨,이 나이까지도 친한 친구들이 있다는 건 참 좋은 일이야. 맞아. 내가 더 잘해주어야지. 
당황,노인정 친구가 갑자기 세상을 떠나 당황스러워.나도 저렇게 한순간에 갈 수 있다는 생각이 드네.
슬픔,직장동료였던 지인의 장례식에 다녀왔어.응 좋은 사람이었는데 말이야.오랜만에 예전에 사내 엠티에서 찍은 사진을 봐야겠어.
슬픔,당뇨 관리를 잘한다고 했는데 이번에 공복 수치가 너무 높게 나와서 실망이야.응. 많이 안 좋아. 이제부터 식단관리 철저하게 하려고.
기쁨,요즘 날씨가 좋아서 천식도 괜찮아지고 호흡도 좋아져서 많이 편해졌어.요즘엔 호흡하기가 괜찮은데 다시 안 좋아질까 봐 걱정이지.건강관리를 잘하고 몸에 좋은 걸 챙겨 먹어야겠어.요즘 같은 몸 상태로 쭉 편안하게 지낼 수 있었으면 좋겠어.
불안,참 대인관계가 힘드네.난 조금 소극적인 성격이고 말 수가 적어서 대인관계에 어려움이 있어.네 타고난 성품도 있고 엄한 부모님 밑에서 자라서 그런 이유도 있는 것 같아.
당황,길을 걸어가다가 넘어졌는데 아내가 너무 웃어서 부끄러웠어.주위에 사람이 엄청 많아서 그런지 시선들이 느껴져서 더 부끄러웠어.집에 가서 아내에게 한 마디 해야겠어.아까 너무 웃어서 내가 정말 많이 창피했다고 말해야지. 
불안,사위를 들이게 됐는데 외국인이라 혼란스러워.솔직히 말이 통하는 것도 아닌데 나 몰라라 할 수는 없으니까 불안하기만 해.딸하고 이야기를 한번 해 봐야겠어.
상처,내 돈 주고 내가 사먹겠다는데. 내가 이런 취급을 당하다니.병이 있어서 안색이 안 좋은데 식당 주인이 나를 노숙자 취급을 해서 쫓아냈어. 서러워.내가 악착같이 건강을 회복해서 보란 듯이 다시 그 식당에 갈 거야.
슬픔,건강검진을 했더니 내가 위암이라서 치료를 받아야 한다는데 믿기지 않고 너무 비통해.입원하고 앞으로 꾸준히 항암치료를 받아야 한대. 너무 절망적이야.
분노,자식들이 나를 챙겨주는 이유가 내 재산 때문이란 걸 알아서 너무 화가 나.여태까지 키운 게 헛수고가 된 기분이야. 버릇을 고쳐놓고 싶어.재산 중 절반을 기부할 거야.
분노,암 치료에 효과가 좋다는 신약이 나왔는데 돈이 없어서 신약 실험 대상자가 못됐어.사실 위험할 수도 있는 실험이니까 그냥 긍정적으로 생각해야 할지 말지 고민이야.긍정적으로 생각해보려고. 다른 기회가 또 있으면 좋겠네.
상처,내가 퇴직금을 몽땅 주식에 투자했는데 모두 휴지조각이 되어 아내 치료비도 낼 수가 없어.내가 멍청이지 그 돈을 저축하는 건데 괜히 주식을 해 가지고 다 날렸어.복지 재단 등을 알아보고 도움을 청해보려고 해.
당황,아 오늘 또 곤란했네.병에 걸린 걸 아는 뒤로부터 머리가 빠지는데 머리를 다른 사람들이 쳐다보는 느낌이 들어.응. 신경 쓰고 싶지 않은데 계속 신경이 쓰이네.
기쁨,일하는 직원이 오늘 일을 나오지 않았는데 안 올 사람이 아니야 오다가 교통사고라도 난 게 아닐까?전화도 받지 않아.아 그러고 보니 그 직원에 어머니가 나랑 친해서 전화번호가 있었어. 전화를 해봐야겠다.
불안,주식투자를 아예 배우지 말걸 그랬어.아예 몰랐더라면 돈과 시간을 많이 아꼈을텐데.
불안,내가 죽으면 내 장례식장에 와서 가족들은 슬퍼하겠지?응. 남겨질 가족들을 생각하니 너무 불안해.지금이라도 내 건강 관리에 더 힘을 써야겠어.
상처,입원 중인 날 간호하겠다던 아들이 짐을 챙겨 나가 버린 행동에 배신감과 마음에 상처를 받았어.정성스럽게 키우면 뭐 해 믿었던 자식이 이러니 누굴 믿어. 마음이 너무 우울해.그럴 땐 삼겹살에 소주를 먹어. 그럼 기분이 좀 풀리곤 해.
불안,아이들 키우느라 은퇴 준비를 별도로 마련하지 못했는데 하루아침에 갑자기 해고 통지를 받아서 앞이 깜깜하고 막막해.당장 다음 달부터 월급 없이 어떻게 생활해야 할지 너무 불안해 죽겠어. 대출이라도 받아야 하나 고민이야.대출을 받아야겠어. 생활비가 없으면 당장 생활이 어려우니 대출을 받아서 생활을 유지해야지.
슬픔,돈이 있어 뭐하나 생각이 들어.나이가 예순이 넘으니 돈이 문제가 안 돼. 건강이 더 중요한 거 같아.아주 건강해.
슬픔,은퇴하고 다급해져서 주식과 가상화폐에 투자했는데 돈만 잃었어.앞으로 어떻게 살아나가야 할지 모르겠어. 남은 돈이 얼마 없어.일단 주식과 가상화폐는 그만둬야겠어. 지금 할 수 있는 일자리라도 찾아볼래.
상처,오늘 문화 센터에서 황 노인이 아직도 가난하게 사냐며 조롱했어. 그 말에 너무 상처 받았어.매번 볼 때마다 저런 말을 하니까 마음이 정말 좋지 않아.혼자 속으로만 삭혔어. 어디에도 이 마음을 풀 곳이 없는 것 같아 힘들다.
기쁨,문화센터에서 배우고 싶은 걸 배우고 다른 사람들과 교류도 하면서 생활에 활력이 생겨 기쁘다.응. 문화센터에서 재미있는 걸 배우니 즐거워.춤을 배워. 스트레스도 풀리고 좋아.
기쁨,손녀에게 노트북을 사줬어. 손녀가 좋아하는 걸 보니 내가 더 기뻐.응. 내가 열심히 모은 돈이라 그런지 더 뿌듯해.응. 이런 감정을 가지고 내일 더 열심히 일해야겠어.
슬픔,건강에 환멸나.건강을 챙겨도 끝이 없어.
슬픔,애초에 재테크는 돈이 많은 사람들만 할 수 있다고 생각해.나는 언제 돈 벌어서 재테크도 해보고 성공도 해보지.우선 돈을 많이 벌어야겠어.
분노,휴대폰으로 본인 인증을 하라고 하는데 할 줄 모르니까 짜증 엄청나네.본인인증하는 방법에 대해 제대로 안내도 안 해주고 말이야. 이거 진짜 열불 나네.딸내미에게 시켜봐야겠다!
불안,딸한테 연락이 왔는데 유방암에 걸렸대. 어떡하면 좋지?병원에 입원할 거라는 데 딸만 생각하면 걱정이 돼서 가슴이 미어져.병원에 가서 최대한 간호를 해줘야겠어.
상처,남편이 치매 진단을 받았는데 너무 슬퍼.한평생 건강하게 살자고 두 손 꼭 잡고 얘기했었는데 너무 허망해.내가 옆에서 정성껏 간호할 거야.
상처,어제 최 영감이 나에게 사과는 물론이고 아무 말도 없어서 상처받았어.저번에도 그런 일이 있었는데 아직도 기분이 안 좋아.그때는 실수라고 생각하고 넘겼는데 이번에는 한번 따끔하게 말해야겠어.
불안,이번에 손자가 입대했다는데 제대할 때까지 내가 살아있으려나 모르겠네.가더라도 손자 얼굴은 보고 가고 싶은데 내가 그때까지 버틸 수 있으려나 모르겠어.밥 잘 챙겨먹으면서 그때까지 버텨봐야지.
당황,나는 잘 모르는 게 있으면 나이가 들어서 모른다고 항상 핑계를 대.모르는게 있으면 모른다고 솔직하게 말하면 되는데 남들이 무시할까 봐 거짓말을 하게 돼.차라리 이야기를 하지 않고 다른 사람들의 말을 듣고 있는 게 더 나을 것 같아.
분노,아내가 열사병으로 쓰러졌는데 근처 병원 문이 다 닫았어. 짜증 나!더 심해지면 안 되는데. 왜 병원 문이 이렇게 빨리 닫는 거야?일일구를 불러야겠어.일일구는 가장 가까운 응급실에 데려다 주니까 부르려고 해.
슬픔,내가 조금만 더 건강을 챙겼으면 자식들이 병원비를 내지 않아도 됐을 텐데. 후회스러워.걔들도 상황이 넉넉하지 않을 텐데 내가 너무 부담을 주고 있는 것 같아.내 자식들도 그렇게 생각을 해줄지 모르겠어.
슬픔,오늘 친구들 행동이 나를 노여워하게 했어.환갑이 넘은 친구들이 질환이 있는 친구를 무시하잖아.나처럼 질환이 없는 친구들과 있는 친구들이 잘 어울릴 수 있게 자리를 마련 해보려고 해.
기쁨,고혈압이 있어서 약 먹고 관리하고 있지만 난 내 나이 또래보다 건강한 것 같아.죽음에 가까워지는 나이지만 그래도 내 건강을 믿고 신나게 생활하려 해.그런 게 중요한 것 같아. 나이가 많다고 침울해 있는 것보다 할 수 있는 것 하는 것 말이야.
기쁨,이제 정리가 다 되어가는군.은퇴하고 이제 귀농할까 해. 주택도 사 놨고.귀농해서 건강관리 하면서 아내와 여생을 보낼까 해.
